name,symbol,price,day,time,date,minute
Resolute Forest Products Inc,RFP,4.33,Thursday,14:54,20200924,1452
Neovasc Inc,NVCN,2.0779,Thursday,14:54,20200924,1452
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,14:54,20200924,1452
Nexgen Energy Ltd,NXE,1.65,Thursday,14:54,20200924,1452
RBC Target 2021 Corp Bond Index ETF,RQI,10.82,Thursday,14:54,20200924,1452
RBC US Banks Yield Index ETF CAD,RUBY,4.67,Thursday,14:54,20200924,1452
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.06,Thursday,14:54,20200924,1452
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.71,Thursday,14:54,20200924,1452
Sprott Physical Gold Trust CAD,PHYS,14.91,Thursday,14:54,20200924,1452
Platinum Group Metals Ltd,PTM,10.47,Thursday,14:54,20200924,1452
RBC Quant Global Infras Leaders ETF,RIG,0.897,Thursday,14:54,20200924,1452
Pretium Resources Inc,PVG,12.51,Thursday,14:54,20200924,1452
Purpose Intl Dividend Fund ETF,PID,12.57,Thursday,14:54,20200924,1452
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,14:54,20200924,1452
CPI Card Group Inc,PMTS,2.01,Thursday,14:54,20200924,1452
Prairie Provident Resources Inc,PPR,4.44,Thursday,14:54,20200924,1452
Peyto Exploration and Dvlpmnt Corp,PEY,14.01,Thursday,14:54,20200924,1452
Purpose Best Ideas Fund ETF,PBI,5.03,Thursday,14:54,20200924,1452
Phx Energy Services Corp,PHX,1.645,Thursday,14:54,20200924,1452
Purpose Diversified Real Asset Fund ETF,PRA,14.51,Thursday,14:54,20200924,1452
Tecsys Inc J,TCS,6.34,Thursday,14:54,20200924,1452
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0028,Thursday,14:54,20200924,1452
Trisura Group Ltd,TSU,12.27,Thursday,14:54,20200924,1452
Transatlantic Petroleum Ltd,TNP,7.27,Thursday,14:54,20200924,1452
Americas Silver Corp,USA,5.82,Thursday,14:54,20200924,1452
Sentry Select Primary Metals Corp,PME,1.4,Thursday,14:54,20200924,1452
Primo Water Corporation,PRMW,13.81,Thursday,14:54,20200924,1452
Trillium Therapeutics Inc,TRIL,13.54,Thursday,14:54,20200924,1452
Trevali Mining Corp,TV,6.25,Thursday,14:54,20200924,1452
Turquoise Hill Resources Ltd,TRQ,0.8362,Thursday,14:54,20200924,1452
Vermilion Energy Inc,VET,2.5787,Thursday,14:54,20200924,1452
Village Farms International Inc,VFF,4.765,Thursday,14:54,20200924,1452
Silvercorp Metals Inc,SVM,7.08,Thursday,14:54,20200924,1452
The Second Cup Ltd,SCU,10.95,Thursday,14:54,20200924,1452
TD S&P TSX Capped Comp Index ETF,TTP,12.08,Thursday,14:54,20200924,1452
CI First Asset US Trendleaders ETF,SID,2.885,Thursday,14:54,20200924,1452
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.8,Thursday,14:54,20200924,1452
Westport Fuel Systems Inc,WPRT,1.6079,Thursday,14:54,20200924,1452
Vista Gold Corp,VGZ,1.105,Thursday,14:54,20200924,1452
Sandstorm Gold Ltd,SSL,7.59,Thursday,14:54,20200924,1452
Stella Jones Inc,SJ,6.05,Thursday,14:54,20200924,1452
Suncor Energy Inc,SU,12.72,Thursday,14:54,20200924,1452
Ishares MSCI EAFE Index ETF,XIN,1.68,Thursday,14:54,20200924,1452
Tmx Group Limited,X,7.1,Thursday,14:54,20200924,1452
Gold Standard Ventures Corp,GSV,0.743,Thursday,14:57,20200924,1455
Glg Life Tech Corp,GLG,2.47,Thursday,14:57,20200924,1455
Goodfellow Inc,GDL,8.36,Thursday,14:57,20200924,1455
Global Atomic Corp,GLO,8.99,Thursday,14:57,20200924,1455
Geodrill Limited,GEO,10.72,Thursday,14:57,20200924,1455
Galiano Gold Inc,GAU,1.3345,Thursday,14:57,20200924,1455
General Moly Inc,GMO,0.1178,Thursday,14:57,20200924,1455
Gran Tierra Energy Inc,GTE,0.2501,Thursday,14:57,20200924,1455
Horizons Active CDN Dividend ETF,HAL,12.41,Thursday,14:57,20200924,1455
Hudbay Minerals Inc,HBM,3.94,Thursday,14:57,20200924,1455
Horizons Enhanced Income Gold Prod ETF,HEP,12.43,Thursday,14:57,20200924,1455
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.58,Thursday,14:57,20200924,1455
Horizons Active Pref Share ETF,HPR,0.2452,Thursday,14:57,20200924,1455
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,14:57,20200924,1455
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.46,Thursday,14:57,20200924,1455
Horizons Active High Yield Bond ETF,HYI,14.0,Thursday,14:57,20200924,1455
Helix Biopharm,HBP,2.1206,Thursday,14:57,20200924,1455
Desjardins CDN Pref Share ETF,DCP,10.2,Thursday,14:57,20200924,1455
Diversified Royalty Corp,DIV,14.65,Thursday,14:57,20200924,1455
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.67,Thursday,14:57,20200924,1455
Hexo Corp,HEXO,0.6473,Thursday,14:57,20200924,1455
Dividend Select 15 Corp,DS,1.18,Thursday,14:57,20200924,1455
Dbox Technologies Inc,DBO,7.22,Thursday,14:57,20200924,1455
Blackberry Limited,BB,4.815,Thursday,14:57,20200924,1455
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,14:57,20200924,1455
Boralex Inc,BLX,12.13,Thursday,14:57,20200924,1455
Baytex Energy Corp,BTE,0.35600000000000004,Thursday,14:57,20200924,1455
Ensign Energy Services Inc,ESI,10.56,Thursday,14:57,20200924,1455
Bri Chem Corp,BRY,3.1572,Thursday,14:57,20200924,1455
Entree Resources Ltd,ETG,14.54,Thursday,14:57,20200924,1455
Bellus Health Inc,BLU,2.16,Thursday,14:57,20200924,1455
Brompton Na Financials Dividend ETF,BFIN,7.26,Thursday,14:57,20200924,1455
Evolve Active Global Fixed Income ETF,EARN,11.07,Thursday,14:57,20200924,1455
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,14:57,20200924,1455
Enerplus Corp,ERF,1.79,Thursday,14:57,20200924,1455
Electrovaya Inc,EFL,8.83,Thursday,14:57,20200924,1455
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,14:57,20200924,1455
Euromax Resources Ltd,EOX,1.37,Thursday,14:57,20200924,1455
Alamos Gold Inc Cls A,AGI,8.74,Thursday,14:57,20200924,1455
Energy Fuels Inc,EFR,11.69,Thursday,14:57,20200924,1455
Aeterna Zentaris Inc,AEZS,0.3449,Thursday,14:57,20200924,1455
Andlauer Healthcare Group Inc,AND,9.7,Thursday,14:57,20200924,1455
Aimia Inc,AIM,2.025,Thursday,14:57,20200924,1455
Argonaut Gold Inc,AR,3.125,Thursday,14:58,20200924,1458
Equinox Gold Corp,EQX,11.48,Thursday,14:58,20200924,1458
Acuityads Holdings Inc,AT,1.995,Thursday,14:58,20200924,1458
Apollo Healthcare Corp.,AHC,1.375,Thursday,14:58,20200924,1458
Avino Silver and Gold Mines Ltd,ASM,1.015,Thursday,14:58,20200924,1458
Aphria Inc,APHA,4.265,Thursday,14:58,20200924,1458
Atrium Mortgage Investment Corp,AI,2.63,Thursday,14:58,20200924,1458
Alexco Resource Corp,AXU,2.68,Thursday,14:58,20200924,1458
Aurora Cannabis Inc,ACB,5.14,Thursday,14:58,20200924,1458
Auryn Resources Inc,AUG,1.935,Thursday,14:58,20200924,1458
Agjunction Inc,AJX,9.23,Thursday,14:58,20200924,1458
Anglo Pacific Group Plc,APY,10.34,Thursday,14:58,20200924,1458
Intertape Polymer,ITP,0.4729,Thursday,14:58,20200924,1458
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,14:58,20200924,1458
Industrial Alliance Ins & Fin Srv Inc,IAG,3.765,Thursday,14:58,20200924,1458
Imv Inc.,IMV,4.41,Thursday,14:58,20200924,1458
Imperial Metals Corp,III,2.05,Thursday,14:58,20200924,1458
Imperial Oil,IMO,12.6,Thursday,14:58,20200924,1458
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.2,Thursday,14:58,20200924,1458
First Mining Gold Corp,FF,11.29,Thursday,14:58,20200924,1458
Fortune Mnrl J,FT,6.81,Thursday,14:58,20200924,1458
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.93,Thursday,14:58,20200924,1458
CI First Asset Shrt Term Govt Bond Indx,FGB,2.28,Thursday,14:58,20200924,1458
CI First Asset European Bank ETF,FHB,14.61,Thursday,14:58,20200924,1458
CI Financial Corp,CIX,13.84,Thursday,14:58,20200924,1458
Chesswood Group Limited,CHW,7.91,Thursday,14:58,20200924,1458
Cameco Corp,CCO,0.9333,Thursday,14:58,20200924,1458
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.75,Thursday,14:58,20200924,1458
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,14:58,20200924,1458
Clearwater Seafoods Incorporated,CLR,12.72,Thursday,14:58,20200924,1458
BMO Global Communications Index ETF,COMM,8.43,Thursday,14:58,20200924,1458
CIBC Global Growth ETF,CGLO,4.96,Thursday,14:58,20200924,1458
Capstone Mining Corp,CS,9.6,Thursday,14:58,20200924,1458
Cae Inc,CAE,14.11,Thursday,14:58,20200924,1458
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,14:58,20200924,1458
Champion Iron Limited,CIA,5.28,Thursday,14:58,20200924,1458
Canarc Res J,CCM,2.0,Thursday,14:58,20200924,1458
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,14:58,20200924,1458
Celestica Inc Sv,CLS,7.03,Thursday,14:58,20200924,1458
Crescent Point Energy Corp,CPG,1.28,Thursday,14:58,20200924,1458
Cronos Group Inc,CRON,5.12,Thursday,14:58,20200924,1458
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.74,Thursday,14:58,20200924,1458
Cenovus Energy Inc,CVE,3.98,Thursday,14:58,20200924,1458
Ishares Global Monthly Dividend ETF,CYH,3.755,Thursday,14:58,20200924,1458
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.85,Thursday,14:58,20200924,1458
Obsidian Energy Ltd,OBE,0.163,Thursday,14:58,20200924,1458
Lithium Americas Corp,LAC,7.26,Thursday,14:58,20200924,1458
Just Energy Group Inc,JE,0.5314,Thursday,14:58,20200924,1458
Osisko Gold Royalties Ltd,OR,11.63,Thursday,14:58,20200924,1458
Keyera Corp,KEY,11.57,Thursday,14:58,20200924,1458
Ovintiv Inc,OVV,8.8,Thursday,14:58,20200924,1458
Quarterhill Inc,QTRH,1.2,Thursday,14:58,20200924,1458
Magna International Inc,MG,3.825,Thursday,14:58,20200924,1458
Organigram Holdings Inc,OGI,1.085,Thursday,14:58,20200924,1458
Mav Beauty Brands Inc,MAV,10.73,Thursday,14:58,20200924,1458
Excelsior Mining Corp,MIN,3.81,Thursday,14:58,20200924,1458
Mullen Group Ltd,MTL,1.5,Thursday,14:58,20200924,1458
Methanex Corp,MX,13.14,Thursday,14:58,20200924,1458
Manulife Fin,MFC,13.73,Thursday,14:58,20200924,1458
Mcewen Mining Inc,MUX,1.0,Thursday,14:58,20200924,1458
Medicenna Therapeutics Corp,MDNA,3.82,Thursday,14:58,20200924,1458
Mackenzie Floating Rate Income ETF,MFT,13.3,Thursday,14:58,20200924,1458
Mackenzie Max Dvrs US Index ETF,MUS,12.53,Thursday,14:58,20200924,1458
Horizons Active Ai Global Equity ETF,MIND,2.12,Thursday,14:58,20200924,1458
New Millennium Iron Corp,NML,2.35,Thursday,14:58,20200924,1458
Neovasc Inc,NVCN,2.0779,Thursday,14:58,20200924,1458
Neptune Wellness Solutions Inc,NEPT,2.1631,Thursday,14:58,20200924,1458
Mogo Inc,MOGO,1.48,Thursday,14:58,20200924,1458
Nextsource Materials Inc,NEXT,2.81,Thursday,14:58,20200924,1458
Nexa Resources S.A.,NEXA,5.95,Thursday,14:58,20200924,1458
Nexj Systems Inc,NXJ,13.5,Thursday,14:58,20200924,1458
Nexgen Energy Ltd,NXE,1.65,Thursday,14:58,20200924,1458
New Gold Inc,NGD,1.65,Thursday,14:58,20200924,1458
Resolute Forest Products Inc,RFP,4.31,Thursday,14:58,20200924,1458
RBC US Banks Yield Index ETF CAD,RUBY,4.7,Thursday,14:58,20200924,1458
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,14:58,20200924,1458
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.06,Thursday,14:58,20200924,1458
Purpose Intl Dividend Fund ETF,PID,12.55,Thursday,14:58,20200924,1458
RBC Target 2021 Corp Bond Index ETF,RQI,10.81,Thursday,14:58,20200924,1458
Canopy Rivers Inc,RIV,14.37,Thursday,14:58,20200924,1458
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.71,Thursday,14:58,20200924,1458
RBC Quant Global Infras Leaders ETF,RIG,0.89,Thursday,14:58,20200924,1458
Sprott Physical Gold Trust CAD,PHYS,14.9,Thursday,14:58,20200924,1458
Prairie Provident Resources Inc,PPR,4.44,Thursday,14:58,20200924,1458
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,14:58,20200924,1458
Platinum Group Metals Ltd,PTM,10.47,Thursday,14:58,20200924,1458
Peyto Exploration and Dvlpmnt Corp,PEY,13.98,Thursday,14:58,20200924,1458
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0028,Thursday,14:58,20200924,1458
Pretium Resources Inc,PVG,12.52,Thursday,14:58,20200924,1458
CPI Card Group Inc,PMTS,2.01,Thursday,14:58,20200924,1458
Purpose Diversified Real Asset Fund ETF,PRA,14.51,Thursday,14:58,20200924,1458
Sentry Select Primary Metals Corp,PME,1.4,Thursday,14:58,20200924,1458
Phx Energy Services Corp,PHX,1.645,Thursday,14:58,20200924,1458
Purpose Best Ideas Fund ETF,PBI,5.04,Thursday,14:58,20200924,1458
Primo Water Corporation,PRMW,13.8,Thursday,14:58,20200924,1458
Transatlantic Petroleum Ltd,TNP,7.27,Thursday,14:58,20200924,1458
Trillium Therapeutics Inc,TRIL,13.56,Thursday,14:58,20200924,1458
Americas Silver Corp,USA,5.81,Thursday,14:58,20200924,1458
Trevali Mining Corp,TV,6.26,Thursday,14:58,20200924,1458
Trisura Group Ltd,TSU,12.27,Thursday,14:58,20200924,1458
Turquoise Hill Resources Ltd,TRQ,0.8372,Thursday,14:58,20200924,1458
TD S&P TSX Capped Comp Index ETF,TTP,12.08,Thursday,14:58,20200924,1458
Tecsys Inc J,TCS,6.28,Thursday,14:58,20200924,1458
Vermilion Energy Inc,VET,2.57,Thursday,14:58,20200924,1458
Westport Fuel Systems Inc,WPRT,1.61,Thursday,14:58,20200924,1458
Silvercorp Metals Inc,SVM,7.1,Thursday,14:58,20200924,1458
Village Farms International Inc,VFF,4.78,Thursday,14:58,20200924,1458
CI First Asset US Trendleaders ETF,SID,2.885,Thursday,14:58,20200924,1458
The Second Cup Ltd,SCU,10.95,Thursday,14:58,20200924,1458
Stella Jones Inc,SJ,6.05,Thursday,14:58,20200924,1458
Vista Gold Corp,VGZ,1.105,Thursday,14:58,20200924,1458
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.79,Thursday,14:58,20200924,1458
Suncor Energy Inc,SU,12.71,Thursday,14:58,20200924,1458
Tmx Group Limited,X,7.1,Thursday,14:58,20200924,1458
Sandstorm Gold Ltd,SSL,7.59,Thursday,14:58,20200924,1458
Ishares MSCI EAFE Index ETF,XIN,1.68,Thursday,14:58,20200924,1458
General Moly Inc,GMO,0.1178,Thursday,15:01,20200924,1500
Gold Standard Ventures Corp,GSV,0.743,Thursday,15:01,20200924,1500
Goodfellow Inc,GDL,8.38,Thursday,15:01,20200924,1500
Glg Life Tech Corp,GLG,2.47,Thursday,15:01,20200924,1500
Geodrill Limited,GEO,10.72,Thursday,15:01,20200924,1500
Galiano Gold Inc,GAU,1.34,Thursday,15:01,20200924,1500
Global Atomic Corp,GLO,8.99,Thursday,15:01,20200924,1500
Hudbay Minerals Inc,HBM,3.9301,Thursday,15:01,20200924,1500
Horizons Active CDN Dividend ETF,HAL,12.43,Thursday,15:01,20200924,1500
Gran Tierra Energy Inc,GTE,0.2497,Thursday,15:01,20200924,1500
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.46,Thursday,15:01,20200924,1500
Hexo Corp,HEXO,0.6469,Thursday,15:01,20200924,1500
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.58,Thursday,15:01,20200924,1500
Horizons Enhanced Income Gold Prod ETF,HEP,12.42,Thursday,15:01,20200924,1500
Horizons Active Pref Share ETF,HPR,0.2452,Thursday,15:01,20200924,1500
Helix Biopharm,HBP,2.1206,Thursday,15:01,20200924,1500
Horizons Active High Yield Bond ETF,HYI,14.0,Thursday,15:01,20200924,1500
Dbox Technologies Inc,DBO,7.2,Thursday,15:01,20200924,1500
Desjardins CDN Pref Share ETF,DCP,10.15,Thursday,15:01,20200924,1500
Diversified Royalty Corp,DIV,14.64,Thursday,15:01,20200924,1500
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,15:01,20200924,1500
Dividend Select 15 Corp,DS,1.18,Thursday,15:01,20200924,1500
Brompton Na Financials Dividend ETF,BFIN,7.26,Thursday,15:01,20200924,1500
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.67,Thursday,15:01,20200924,1500
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,15:01,20200924,1500
Blackberry Limited,BB,4.8186,Thursday,15:01,20200924,1500
Bellus Health Inc,BLU,2.155,Thursday,15:01,20200924,1500
Boralex Inc,BLX,12.13,Thursday,15:01,20200924,1500
Enerplus Corp,ERF,1.785,Thursday,15:01,20200924,1500
Ensign Energy Services Inc,ESI,10.52,Thursday,15:01,20200924,1500
Entree Resources Ltd,ETG,14.56,Thursday,15:01,20200924,1500
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,15:01,20200924,1500
Electrovaya Inc,EFL,8.83,Thursday,15:01,20200924,1500
Bri Chem Corp,BRY,3.145,Thursday,15:01,20200924,1500
Baytex Energy Corp,BTE,0.3569,Thursday,15:01,20200924,1500
Evolve Active Global Fixed Income ETF,EARN,11.07,Thursday,15:01,20200924,1500
Euromax Resources Ltd,EOX,1.37,Thursday,15:01,20200924,1500
Energy Fuels Inc,EFR,11.69,Thursday,15:01,20200924,1500
Equinox Gold Corp,EQX,11.44,Thursday,15:01,20200924,1500
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,15:01,20200924,1500
Alamos Gold Inc Cls A,AGI,8.73,Thursday,15:01,20200924,1500
Aeterna Zentaris Inc,AEZS,0.3429,Thursday,15:01,20200924,1500
Avino Silver and Gold Mines Ltd,ASM,1.0052,Thursday,15:01,20200924,1500
Aimia Inc,AIM,2.0163,Thursday,15:01,20200924,1500
Argonaut Gold Inc,AR,3.125,Thursday,15:01,20200924,1500
Andlauer Healthcare Group Inc,AND,9.7,Thursday,15:01,20200924,1500
Acuityads Holdings Inc,AT,1.99,Thursday,15:01,20200924,1500
Apollo Healthcare Corp.,AHC,1.375,Thursday,15:01,20200924,1500
Agjunction Inc,AJX,9.23,Thursday,15:01,20200924,1500
Anglo Pacific Group Plc,APY,10.34,Thursday,15:01,20200924,1500
Alexco Resource Corp,AXU,2.675,Thursday,15:01,20200924,1500
Imperial Metals Corp,III,2.05,Thursday,15:01,20200924,1500
Auryn Resources Inc,AUG,1.92,Thursday,15:01,20200924,1500
Aurora Cannabis Inc,ACB,5.12,Thursday,15:01,20200924,1500
Atrium Mortgage Investment Corp,AI,2.62,Thursday,15:01,20200924,1500
Aphria Inc,APHA,4.245,Thursday,15:01,20200924,1500
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,15:01,20200924,1500
Intertape Polymer,ITP,0.4729,Thursday,15:01,20200924,1500
Industrial Alliance Ins & Fin Srv Inc,IAG,3.77,Thursday,15:01,20200924,1500
Imperial Oil,IMO,12.62,Thursday,15:01,20200924,1500
Imv Inc.,IMV,4.4,Thursday,15:01,20200924,1500
CI First Asset Shrt Term Govt Bond Indx,FGB,2.28,Thursday,15:01,20200924,1500
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.93,Thursday,15:01,20200924,1500
Fortune Mnrl J,FT,6.81,Thursday,15:01,20200924,1500
Cameco Corp,CCO,0.9401,Thursday,15:01,20200924,1500
CI First Asset European Bank ETF,FHB,14.61,Thursday,15:01,20200924,1500
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.18,Thursday,15:01,20200924,1500
Chesswood Group Limited,CHW,7.87,Thursday,15:01,20200924,1500
First Mining Gold Corp,FF,11.3,Thursday,15:01,20200924,1500
CI Financial Corp,CIX,13.84,Thursday,15:01,20200924,1500
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.75,Thursday,15:01,20200924,1500
CIBC Global Growth ETF,CGLO,4.96,Thursday,15:01,20200924,1500
Clearwater Seafoods Incorporated,CLR,12.68,Thursday,15:01,20200924,1500
Capstone Mining Corp,CS,9.6,Thursday,15:01,20200924,1500
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,15:01,20200924,1500
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,15:01,20200924,1500
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,15:01,20200924,1500
Champion Iron Limited,CIA,5.28,Thursday,15:01,20200924,1500
BMO Global Communications Index ETF,COMM,8.43,Thursday,15:01,20200924,1500
Canarc Res J,CCM,2.0,Thursday,15:01,20200924,1500
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.76,Thursday,15:01,20200924,1500
Cronos Group Inc,CRON,5.11,Thursday,15:01,20200924,1500
Crescent Point Energy Corp,CPG,1.285,Thursday,15:01,20200924,1500
Cae Inc,CAE,14.12,Thursday,15:01,20200924,1500
Cenovus Energy Inc,CVE,3.98,Thursday,15:01,20200924,1500
Celestica Inc Sv,CLS,7.02,Thursday,15:01,20200924,1500
Lithium Americas Corp,LAC,7.24,Thursday,15:01,20200924,1500
Keyera Corp,KEY,11.57,Thursday,15:01,20200924,1500
Ishares Global Monthly Dividend ETF,CYH,3.75,Thursday,15:01,20200924,1500
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.85,Thursday,15:01,20200924,1500
Just Energy Group Inc,JE,0.5397,Thursday,15:01,20200924,1500
Osisko Gold Royalties Ltd,OR,11.62,Thursday,15:01,20200924,1500
Organigram Holdings Inc,OGI,1.085,Thursday,15:01,20200924,1500
Obsidian Energy Ltd,OBE,0.163,Thursday,15:01,20200924,1500
Ovintiv Inc,OVV,8.8,Thursday,15:01,20200924,1500
Quarterhill Inc,QTRH,1.2,Thursday,15:01,20200924,1500
Excelsior Mining Corp,MIN,3.8,Thursday,15:01,20200924,1500
Mullen Group Ltd,MTL,1.5176,Thursday,15:01,20200924,1500
Magna International Inc,MG,3.83,Thursday,15:01,20200924,1500
Methanex Corp,MX,13.12,Thursday,15:01,20200924,1500
Mackenzie Max Dvrs US Index ETF,MUS,12.53,Thursday,15:01,20200924,1500
Medicenna Therapeutics Corp,MDNA,3.82,Thursday,15:01,20200924,1500
Manulife Fin,MFC,13.72,Thursday,15:01,20200924,1500
Mogo Inc,MOGO,1.48,Thursday,15:01,20200924,1500
Mcewen Mining Inc,MUX,1.0,Thursday,15:01,20200924,1500
Mav Beauty Brands Inc,MAV,10.73,Thursday,15:01,20200924,1500
New Millennium Iron Corp,NML,2.35,Thursday,15:01,20200924,1500
Mackenzie Floating Rate Income ETF,MFT,13.3,Thursday,15:01,20200924,1500
Nexa Resources S.A.,NEXA,5.95,Thursday,15:01,20200924,1500
Neovasc Inc,NVCN,2.0779,Thursday,15:01,20200924,1500
Horizons Active Ai Global Equity ETF,MIND,2.12,Thursday,15:01,20200924,1500
Nexj Systems Inc,NXJ,13.48,Thursday,15:01,20200924,1500
New Gold Inc,NGD,1.65,Thursday,15:01,20200924,1500
Nextsource Materials Inc,NEXT,2.81,Thursday,15:01,20200924,1500
Resolute Forest Products Inc,RFP,4.31,Thursday,15:01,20200924,1500
RBC US Banks Yield Index ETF CAD,RUBY,4.695,Thursday,15:01,20200924,1500
Nexgen Energy Ltd,NXE,1.65,Thursday,15:01,20200924,1500
Canopy Rivers Inc,RIV,14.37,Thursday,15:01,20200924,1500
RBC Target 2021 Corp Bond Index ETF,RQI,10.8,Thursday,15:01,20200924,1500
Neptune Wellness Solutions Inc,NEPT,2.1668,Thursday,15:01,20200924,1500
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,15:01,20200924,1500
Sprott Physical Gold Trust CAD,PHYS,14.9,Thursday,15:01,20200924,1500
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.06,Thursday,15:01,20200924,1500
RBC Quant Global Infras Leaders ETF,RIG,0.9016,Thursday,15:01,20200924,1500
Platinum Group Metals Ltd,PTM,10.47,Thursday,15:01,20200924,1500
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.71,Thursday,15:01,20200924,1500
